symptoms,diagnoses 
"fever,headache,nausea,vomiting,abdominal,pain,muscle,breathing,heartrateheartrate,cough",malaria
"chill,headache,nausea,vomiting,abdominal,pain,muscle,breathing,heartrateheartrate,cough",malaria
"fever,chill,headache,nausea,vomiting,abdominal,pain,muscle,breathing,heartrateheartrate,cough",malaria
"diarrhea,abdominal,pain,muscle,breathing,heartrateheartrate,cough",malaria
"fever,diarrhea,abdominal,pain,muscle,breathing,heartrateheartrate,cough",malaria
"chill,diarrhea,abdominal,pain,muscle,breathing,heartrateheartrate,cough",malaria
"fever,chill,diarrhea,abdominal,pain,muscle,breathing,heartrateheartrate,cough",malaria
"headache,diarrhea,abdominal,pain,muscle,breathing,heartrateheartrate,cough",malaria
"fever,headache,diarrhea,abdominal,pain,muscle,breathing,heartrateheartrate,cough",malaria
"chill,headache,diarrhea,abdominal,pain,muscle,breathing,heartrateheartrate,cough",malaria
"fever,chill,headache,diarrhea,abdominal,pain,muscle,breathing,heartrateheartrate,cough",malaria
"nausea,diarrhea,abdominal,pain,muscle,breathing,heartrateheartrate,cough",malaria
"fever,nausea,diarrhea,abdominal,pain,muscle,breathing,heartrateheartrate,cough",malaria
"chill,nausea,diarrhea,abdominal,pain,muscle,breathing,heartrateheartrate,cough",malaria
"fever,chill,nausea,diarrhea,abdominal,pain,muscle,breathing,heartrateheartrate,cough",malaria
"headache,nausea,diarrhea,abdominal,pain,muscle,breathing,heartrateheartrate,cough",malaria
"fever,headache,nausea,diarrhea,abdominal,pain,muscle,breathing,heartrateheartrate,cough",malaria
"chill,headache,nausea,diarrhea,abdominal,pain,muscle,breathing,heartrateheartrate,cough",malaria
"fever,chill,headache,nausea,diarrhea,abdominal,pain,muscle,breathing,heartrateheartrate,cough",malaria
"vomiting,diarrhea,abdominal,pain,muscle,breathing,heartrateheartrate,cough",malaria
"fever,vomiting,diarrhea,abdominal,pain,muscle,breathing,heartrateheartrate,cough",malaria
"chill,vomiting,diarrhea,abdominal,pain,muscle,breathing,heartrateheartrate,cough",malaria
"fever,chill,vomiting,diarrhea,abdominal,pain,muscle,breathing,heartrateheartrate,cough",malaria
"headache,vomiting,diarrhea,abdominal,pain,muscle,breathing,heartrateheartrate,cough",malaria
"fever,headache,vomiting,diarrhea,abdominal,pain,muscle,breathing,heartrateheartrate,cough",malaria
"chill,headache,vomiting,diarrhea,abdominal,pain,muscle,breathing,heartrateheartrate,cough",malaria
"fever,chill,headache,vomiting,diarrhea,abdominal,pain,muscle,breathing,heartrateheartrate,cough",malaria
"nausea,vomiting,diarrhea,abdominal,pain,muscle,breathing,heartrateheartrate,cough",malaria
"fever,nausea,vomiting,diarrhea,abdominal,pain,muscle,breathing,heartrateheartrate,cough",malaria
"chill,nausea,vomiting,diarrhea,abdominal,pain,muscle,breathing,heartrateheartrate,cough",malaria
"fever,chill,nausea,vomiting,diarrhea,abdominal,pain,muscle,breathing,heartrateheartrate,cough",malaria
"headache,nausea,vomiting,diarrhea,abdominal,pain,muscle,breathing,heartrateheartrate,cough",malaria
"fever,headache,nausea,vomiting,diarrhea,abdominal,pain,muscle,breathing,heartrateheartrate,cough",malaria
"chill,headache,nausea,vomiting,diarrhea,abdominal,pain,muscle,breathing,heartrateheartrate,cough",malaria
"fever,chill,headache,nausea,vomiting,diarrhea,abdominal,pain,muscle,breathing,heartrateheartrate,cough",malaria
"joint,breathing,heartrateheartrate,cough",malaria
"fever,joint,breathing,heartrateheartrate,cough",malaria
"chill,joint,breathing,heartrateheartrate,cough",malaria
"fever,chill,joint,breathing,heartrateheartrate,cough",malaria
"headache,joint,breathing,heartrateheartrate,cough",malaria
"fever,headache,joint,breathing,heartrateheartrate,cough",malaria
"chill,headache,joint,breathing,heartrateheartrate,cough",malaria
"fever,chill,headache,joint,breathing,heartrateheartrate,cough",malaria
"nausea,joint,breathing,heartrateheartrate,cough",malaria
"fever,nausea,joint,breathing,heartrateheartrate,cough",malaria
"chill,nausea,joint,breathing,heartrateheartrate,cough",malaria
"fever,chill,nausea,joint,breathing,heartrateheartrate,cough",malaria
"headache,nausea,joint,breathing,heartrateheartrate,cough",malaria
"fever,headache,nausea,joint,breathing,heartrateheartrate,cough",malaria
"chill,headache,nausea,joint,breathing,heartrateheartrate,cough",malaria
"fever,chill,headache,nausea,joint,breathing,heartrateheartrate,cough",malaria
"vomiting,joint,breathing,heartrateheartrate,cough",malaria
"fever,vomiting,joint,breathing,heartrateheartrate,cough",malaria
"chill,vomiting,joint,breathing,heartrateheartrate,cough",malaria
"fever,chill,vomiting,joint,breathing,heartrateheartrate,cough",malaria
"headache,vomiting,joint,breathing,heartrateheartrate,cough",malaria
"fever,headache,vomiting,joint,breathing,heartrateheartrate,cough",malaria
"chill,headache,vomiting,joint,breathing,heartrateheartrate,cough",malaria
"fever,chill,headache,vomiting,joint,breathing,heartrateheartrate,cough",malaria
"nausea,vomiting,joint,breathing,heartrateheartrate,cough",malaria
"fever,nausea,vomiting,joint,breathing,heartrateheartrate,cough",malaria
"chill,nausea,vomiting,joint,breathing,heartrateheartrate,cough",malaria
"fever,chill,nausea,vomiting,joint,breathing,heartrateheartrate,cough",malaria
"headache,nausea,vomiting,joint,breathing,heartrateheartrate,cough",malaria
"fever,headache,nausea,vomiting,joint,breathing,heartrateheartrate,cough",malaria
"chill,headache,nausea,vomiting,joint,breathing,heartrateheartrate,cough",malaria
"fever,chill,headache,nausea,vomiting,joint,breathing,heartrateheartrate,cough",malaria
"diarrhea,joint,breathing,heartrateheartrate,cough",malaria
"fever,diarrhea,joint,breathing,heartrateheartrate,cough",malaria
"chill,diarrhea,joint,breathing,heartrateheartrate,cough",malaria
"fever,chill,diarrhea,joint,breathing,heartrateheartrate,cough",malaria
"headache,diarrhea,joint,breathing,heartrateheartrate,cough",malaria
"fever,headache,diarrhea,joint,breathing,heartrateheartrate,cough",malaria
"chill,headache,diarrhea,joint,breathing,heartrateheartrate,cough",malaria
"fever,chill,headache,diarrhea,joint,breathing,heartrateheartrate,cough",malaria
"nausea,diarrhea,joint,breathing,heartrateheartrate,cough",malaria
"fever,nausea,diarrhea,joint,breathing,heartrateheartrate,cough",malaria
"chill,nausea,diarrhea,joint,breathing,heartrateheartrate,cough",malaria
"fever,chill,nausea,diarrhea,joint,breathing,heartrateheartrate,cough",malaria
"headache,nausea,diarrhea,joint,breathing,heartrateheartrate,cough",malaria
"fever,headache,nausea,diarrhea,joint,breathing,heartrateheartrate,cough",malaria
"chill,headache,nausea,diarrhea,joint,breathing,heartrateheartrate,cough",malaria
"fever,chill,headache,nausea,diarrhea,joint,breathing,heartrateheartrate,cough",malaria
"vomiting,diarrhea,joint,breathing,heartrateheartrate,cough",malaria
"fever,vomiting,diarrhea,joint,breathing,heartrateheartrate,cough",malaria
"chill,vomiting,diarrhea,joint,breathing,heartrateheartrate,cough",malaria
"fever,chill,vomiting,diarrhea,joint,breathing,heartrateheartrate,cough",malaria
"headache,vomiting,diarrhea,joint,breathing,heartrateheartrate,cough",malaria
"fever,headache,vomiting,diarrhea,joint,breathing,heartrateheartrate,cough",malaria
"chill,headache,vomiting,diarrhea,joint,breathing,heartrateheartrate,cough",malaria
"fever,chill,headache,vomiting,diarrhea,joint,breathing,heartrateheartrate,cough",malaria
"nausea,vomiting,diarrhea,joint,breathing,heartrateheartrate,cough",malaria
"fever,nausea,vomiting,diarrhea,joint,breathing,heartrateheartrate,cough",malaria
"chill,nausea,vomiting,diarrhea,joint,breathing,heartrateheartrate,cough",malaria
"fever,chill,nausea,vomiting,diarrhea,joint,breathing,heartrateheartrate,cough",malaria
"headache,nausea,vomiting,diarrhea,joint,breathing,heartrateheartrate,cough",malaria
"fever,headache,nausea,vomiting,diarrhea,joint,breathing,heartrateheartrate,cough",malaria
"chill,headache,nausea,vomiting,diarrhea,joint,breathing,heartrateheartrate,cough",malaria
"fever,chill,headache,nausea,vomiting,diarrhea,joint,breathing,heartrateheartrate,cough",malaria
"abdominal,joint,breathing,heartrateheartrate,cough",malaria
"fever,abdominal,joint,breathing,heartrateheartrate,cough",malaria
"chill,abdominal,joint,breathing,heartrateheartrate,cough",malaria
"fever,chill,abdominal,joint,breathing,heartrateheartrate,cough",malaria
"headache,abdominal,joint,breathing,heartrateheartrate,cough",malaria
"fever,headache,abdominal,joint,breathing,heartrateheartrate,cough",malaria
"chill,headache,abdominal,joint,breathing,heartrateheartrate,cough",malaria
"fever,chill,headache,abdominal,joint,breathing,heartrateheartrate,cough",malaria
"nausea,abdominal,joint,breathing,heartrateheartrate,cough",malaria
"fever,nausea,abdominal,joint,breathing,heartrateheartrate,cough",malaria
"chill,nausea,abdominal,joint,breathing,heartrateheartrate,cough",malaria
"fever,chill,nausea,abdominal,joint,breathing,heartrateheartrate,cough",malaria
"headache,nausea,abdominal,joint,breathing,heartrateheartrate,cough",malaria
"fever,headache,nausea,abdominal,joint,breathing,heartrateheartrate,cough",malaria
"chill,headache,nausea,abdominal,joint,breathing,heartrateheartrate,cough",malaria
"fever,chill,headache,nausea,abdominal,joint,breathing,heartrateheartrate,cough",malaria
"vomiting,abdominal,joint,breathing,heartrateheartrate,cough",malaria
"fever,vomiting,abdominal,joint,breathing,heartrateheartrate,cough",malaria
"chill,vomiting,abdominal,joint,breathing,heartrateheartrate,cough",malaria
"fever,chill,vomiting,abdominal,joint,breathing,heartrateheartrate,cough",malaria
"headache,vomiting,abdominal,joint,breathing,heartrateheartrate,cough",malaria
"fever,headache,vomiting,abdominal,joint,breathing,heartrateheartrate,cough",malaria
"chill,headache,vomiting,abdominal,joint,breathing,heartrateheartrate,cough",malaria
"fever,chill,headache,vomiting,abdominal,joint,breathing,heartrateheartrate,cough",malaria
"nausea,vomiting,abdominal,joint,breathing,heartrateheartrate,cough",malaria
"fever,nausea,vomiting,abdominal,joint,breathing,heartrateheartrate,cough",malaria
"chill,nausea,vomiting,abdominal,joint,breathing,heartrateheartrate,cough",malaria
"fever,chill,nausea,vomiting,abdominal,joint,breathing,heartrateheartrate,cough",malaria
"headache,nausea,vomiting,abdominal,joint,breathing,heartrateheartrate,cough",malaria
"fever,headache,nausea,vomiting,abdominal,joint,breathing,heartrateheartrate,cough",malaria
"chill,headache,nausea,vomiting,abdominal,joint,breathing,heartrateheartrate,cough",malaria
"fever,chill,headache,nausea,vomiting,abdominal,joint,breathing,heartrateheartrate,cough",malaria
"diarrhea,abdominal,joint,breathing,heartrateheartrate,cough",malaria
"fever,diarrhea,abdominal,joint,breathing,heartrateheartrate,cough",malaria
"chill,diarrhea,abdominal,joint,breathing,heartrateheartrate,cough",malaria
"fever,chill,diarrhea,abdominal,joint,breathing,heartrateheartrate,cough",malaria
"headache,diarrhea,abdominal,joint,breathing,heartrateheartrate,cough",malaria
"fever,headache,diarrhea,abdominal,joint,breathing,heartrateheartrate,cough",malaria
"chill,headache,diarrhea,abdominal,joint,breathing,heartrateheartrate,cough",malaria
"fever,chill,headache,diarrhea,abdominal,joint,breathing,heartrateheartrate,cough",malaria
"nausea,diarrhea,abdominal,joint,breathing,heartrateheartrate,cough",malaria
"fever,nausea,diarrhea,abdominal,joint,breathing,heartrateheartrate,cough",malaria
"chill,nausea,diarrhea,abdominal,joint,breathing,heartrateheartrate,cough",malaria
"fever,chill,nausea,diarrhea,abdominal,joint,breathing,heartrateheartrate,cough",malaria
"headache,nausea,diarrhea,abdominal,joint,breathing,heartrateheartrate,cough",malaria
"fever,headache,nausea,diarrhea,abdominal,joint,breathing,heartrateheartrate,cough",malaria
"chill,headache,nausea,diarrhea,abdominal,joint,breathing,heartrateheartrate,cough",malaria
"fever,chill,headache,nausea,diarrhea,abdominal,joint,breathing,heartrateheartrate,cough",malaria
"vomiting,diarrhea,abdominal,joint,breathing,heartrateheartrate,cough",malaria
"fever,vomiting,diarrhea,abdominal,joint,breathing,heartrateheartrate,cough",malaria
"chill,vomiting,diarrhea,abdominal,joint,breathing,heartrateheartrate,cough",malaria
"fever,chill,vomiting,diarrhea,abdominal,joint,breathing,heartrateheartrate,cough",malaria
"headache,vomiting,diarrhea,abdominal,joint,breathing,heartrateheartrate,cough",malaria
"fever,headache,vomiting,diarrhea,abdominal,joint,breathing,heartrateheartrate,cough",malaria
"chill,headache,vomiting,diarrhea,abdominal,joint,breathing,heartrateheartrate,cough",malaria
"fever,chill,headache,vomiting,diarrhea,abdominal,joint,breathing,heartrateheartrate,cough",malaria
"nausea,vomiting,diarrhea,abdominal,joint,breathing,heartrateheartrate,cough",malaria
"fever,nausea,vomiting,diarrhea,abdominal,joint,breathing,heartrateheartrate,cough",malaria
"chill,nausea,vomiting,diarrhea,abdominal,joint,breathing,heartrateheartrate,cough",malaria
"fever,chill,nausea,vomiting,diarrhea,abdominal,joint,breathing,heartrateheartrate,cough",malaria
"headache,nausea,vomiting,diarrhea,abdominal,joint,breathing,heartrateheartrate,cough",malaria
"fever,headache,nausea,vomiting,diarrhea,abdominal,joint,breathing,heartrateheartrate,cough",malaria
"chill,headache,nausea,vomiting,diarrhea,abdominal,joint,breathing,heartrateheartrate,cough",malaria
"fever,chill,headache,nausea,vomiting,diarrhea,abdominal,joint,breathing,heartrateheartrate,cough",malaria
"pain,joint,breathing,heartrateheartrate,cough",malaria
"fever,pain,joint,breathing,heartrateheartrate,cough",malaria
"chill,pain,joint,breathing,heartrateheartrate,cough",malaria
"fever,chill,pain,joint,breathing,heartrateheartrate,cough",malaria
"headache,pain,joint,breathing,heartrateheartrate,cough",malaria
"fever,headache,pain,joint,breathing,heartrateheartrate,cough",malaria
"chill,headache,pain,joint,breathing,heartrateheartrate,cough",malaria
"fever,chill,headache,pain,joint,breathing,heartrateheartrate,cough",malaria
"nausea,pain,joint,breathing,heartrateheartrate,cough",malaria
"fever,nausea,pain,joint,breathing,heartrateheartrate,cough",malaria
"chill,nausea,pain,joint,breathing,heartrateheartrate,cough",malaria
"fever,chill,nausea,pain,joint,breathing,heartrateheartrate,cough",malaria
"headache,nausea,pain,joint,breathing,heartrateheartrate,cough",malaria
"fever,headache,nausea,pain,joint,breathing,heartrateheartrate,cough",malaria
"chill,headache,nausea,pain,joint,breathing,heartrateheartrate,cough",malaria
"fever,chill,headache,nausea,pain,joint,breathing,heartrateheartrate,cough",malaria
"vomiting,pain,joint,breathing,heartrateheartrate,cough",malaria
"fever,vomiting,pain,joint,breathing,heartrateheartrate,cough",malaria
"chill,vomiting,pain,joint,breathing,heartrateheartrate,cough",malaria
"fever,chill,vomiting,pain,joint,breathing,heartrateheartrate,cough",malaria
"headache,vomiting,pain,joint,breathing,heartrateheartrate,cough",malaria
"fever,headache,vomiting,pain,joint,breathing,heartrateheartrate,cough",malaria
"chill,headache,vomiting,pain,joint,breathing,heartrateheartrate,cough",malaria
"fever,chill,headache,vomiting,pain,joint,breathing,heartrateheartrate,cough",malaria
"nausea,vomiting,pain,joint,breathing,heartrateheartrate,cough",malaria
"fever,nausea,vomiting,pain,joint,breathing,heartrateheartrate,cough",malaria
"chill,nausea,vomiting,pain,joint,breathing,heartrateheartrate,cough",malaria
"fever,chill,nausea,vomiting,pain,joint,breathing,heartrateheartrate,cough",malaria
"headache,nausea,vomiting,pain,joint,breathing,heartrateheartrate,cough",malaria
"fever,headache,nausea,vomiting,pain,joint,breathing,heartrateheartrate,cough",malaria
"chill,headache,nausea,vomiting,pain,joint,breathing,heartrateheartrate,cough",malaria
